competition_name,to_team_name,player_name,market_value,transfer_fees,variation_pct,rank
La Liga,Real Sociedad,Gonçalo Guedes,11000000.0,4000000.0,-63.64,650
Premier League,Sunderland AFC,Bertrand Traoré,8000000.0,2900000.0,-63.75,651
Super Lig,Göztepe,Juan,2500000.0,900000.0,-64.0,652
Eredivisie,FC Utrecht,Yoann Cathline,8000000.0,2800000.0,-65.0,653
La Liga,Real Sociedad,Carlos Soler,18000000.0,6000000.0,-66.67,654
La Liga,FC Barcelona,Roony Bardghji,7500000.0,2500000.0,-66.67,655
La Liga,Rayo Vallecano,Fran Pérez,3000000.0,1000000.0,-66.67,656
Liga Portugal,Rio Ave FC,Dario Špikić,1800000.0,600000.0,-66.67,657
Liga Portugal,FC Famalicão,Sorriso,5000000.0,1500000.0,-70.0,658
Super Lig,Alanyaspor,Meschack Elia,4000000.0,1200000.0,-70.0,659
Ligue 1,Paris FC,Jonathan Ikoné,7000000.0,2000000.0,-71.43,660
La Liga,Valencia CF,Baptiste Santamaria,7000000.0,2000000.0,-71.43,661
Bundesliga,VfL Wolfsburg,Denis Vavro,7000000.0,2000000.0,-71.43,662
Serie A,AC Milan,Adrien Rabiot,25000000.0,7000000.0,-72.0,663
Eredivisie,FC Utrecht,Miguel Rodríguez,4500000.0,1250000.0,-72.22,664
La Liga,Rayo Vallecano,Augusto Batalla,6000000.0,1600000.0,-73.33,665
La Liga,Elche CF,André Silva,4000000.0,1000000.0,-75.0,666
Bundesliga,FC Augsburg,Chrislain Matsima,22000000.0,5000000.0,-77.27,667
Serie A,SS Lazio,Nuno Tavares,25000000.0,5000000.0,-80.0,668
Super Lig,Samsunspor,Toni Borevković,5000000.0,1000000.0,-80.0,669
Bundesliga,Hamburger SV,Yussuf Poulsen,5000000.0,1000000.0,-80.0,670
Super Lig,Caykur Rizespor,Qazim Laci,4000000.0,800000.0,-80.0,671
Serie A,Hellas Verona,Domagoj Bradarić,4000000.0,750000.0,-81.25,672
Super Lig,Genclerbirligi Ankara,Adama Traoré,3500000.0,600000.0,-82.86,673
La Liga,Real Madrid,Trent Alexander-Arnold,75000000.0,10000000.0,-86.67,674
Eredivisie,PSV Eindhoven,Myron Boadu,7000000.0,800000.0,-88.57,675
Ligue 1,Olympique Marseille,Emerson,10000000.0,700000.0,-93.0,676
Bundesliga,Bayern Munich,Jonathan Tah,30000000.0,2000000.0,-93.33,677
